id,province,district,subdistrict,address,property_type,total_units,bedrooms,baths,floor_area,floor_level,land_area,latitude,longitude,nearby_stations,nearby_station_distance,nearby_bus_stops,nearby_supermarkets,nearby_shops,year_built,month_built,facilities,price
10862489,Bangkok,Bang Na,Bang Na,4371 Sukhumvit Road,Condo,844.0,1.0,1.0,31,7,110.0,13.6654508744,100.604194297,2,"[['E13 Bang Na BTS', 300], ['E14 Bearing BTS', 560]]",18.0,5.0,4,2016,January,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Sky Lounge', 'Swimming pool']",3700000
11006990,Bangkok,Chatuchak,Lat Yao,2033 Phaholyothin Road,Condo,768.0,2.0,1.0,46,6,125.0,13.838551,100.57451,2,"[['N12 Sena Nikhom BTS', 310], ['N13 Kasetsart University BTS', 510]]",20.0,7.0,10,2014,February,"['Car Park', 'Covered car park', 'CCTV', 'Gymnasium room', 'Library', 'Lift lobby', 'Lounge', '24 hours security', 'Steam bath']",5090000
10887565,Bangkok,Bang Na,Bang Na,"20 Soi Lasalle 19,  Sukhumvit 105 Road",Condo,1384.0,1.0,1.0,48,4,141.0,13.659589,100.63108,0,Unknown,2.0,6.0,4,2016,July,"['Basketball court', 'Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', '24 hours security', 'Swimming pool']",2400000
10829725,Nonthaburi,Pak Kret,Tha It,Rattanathibet Road,Detached House,961.5,2.0,1.0,110,1,156.0,13.8950734126,100.4666434132,0,Unknown,1.0,4.0,2,2013,December,"['Clubhouse', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",4490000
10979830,Bangkok,Don Mueang,Sanam Bin,415 Songprapha Road,Condo,539.0,1.0,1.0,34,2,150.0,13.9266453762,100.5841309324,0,Unknown,16.0,14.0,8,2020,August,"['Basketball court', 'BBQ pits', 'Community Garden', 'CCTV', 'Fitness corner', 'Jogging track', 'Pavillion', 'Playground', 'Sauna', '24 hours security', 'Swimming pool']",2320000
10747427,Bangkok,Bang Khen,Anusawari,Ladplakhao Road,Condo,532.0,1.0,1.0,23,4,144.0,13.8588579778,100.6111794603,0,Unknown,20.0,6.0,7,2014,December,"['Fitness corner', 'Mini-Mart']",1130000
10890010,Bangkok,Bang Khen,Anusawari,259 Phahonyothin Road,Condo,246.0,1.0,1.0,24,2,139.0,13.880844,100.599657,3,"[['N18 Phahon Yothin 59 BTS', 210], ['N17 Wat Phra Sri Mahathat BTS', 790], ['N19 Sai Yud BTS', 890]]",20.0,11.0,7,2018,January,"['BBQ pits', 'CCTV', 'Fitness corner', 'Launderette', 'Library', 'Lift lobby', 'Multi-purpose hall', '24 hours security', 'Swimming pool']",2000000
10861856,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,ถนนเทพารักษ์ ตำบลสำโรงเหนือ อำเภอเมือง สมุทรปราการ,Condo,2041.0,1.0,1.0,22,8,133.0,13.626218,100.629021,0,Unknown,16.0,10.0,14,2017,March,"['Covered car park', 'CCTV', 'Fitness corner', 'Game room', 'Gymnasium room', 'Launderette', 'Library', 'Mini-Mart', 'Open car park', 'Pavillion', 'Playground', '24 hours security', 'Swimming pool', 'Wading pool']",999000
10754251,Bangkok,Pathum Wan,Lumphini,1 Wireless Road,Condo,1344.0,1.0,1.0,35,1,127.0,13.7478198122,100.5490615522,2,"[['E2 Ploen Chit BTS', 520], ['E1 Chit Lom BTS', 790]]",17.0,10.0,20,2020,September,"['Aircon Facilities', 'Community Garden', 'CCTV', 'Fitness corner', 'Function room', 'Library', 'Lounge', 'Pool Deck', 'Roof Terrace', '24 hours security']",7100000
11013839,Nonthaburi,Mueang Nonthaburi,Bang Kraso,26/1  Rattanathibet Road,Condo,1232.0,1.0,1.0,30,7,121.0,13.8637736562,100.5010689973,2,"[['PP10 Bang Krasor MRT', 410], ['PP09 Yaek Nonthaburi 1 MRT', 790]]",18.0,14.0,15,2011,June,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', 'Mini-Mart', '24 hours security', 'Swimming pool']",950000
10756928,Bangkok,Watthana,Khlong Tan Nuea,35 Soi Sukhumvit 39,Condo,352.0,1.0,1.0,34,1,116.0,13.734047,100.571313,1,"[['E5 Phrom Phong BTS', 490]]",19.0,19.0,20,2022,August,"['Car Park', 'Clubhouse', 'CCTV', 'Fitness corner', 'Lounge', 'Playground', '24 hours security', 'Steam bath', 'Swimming pool']",8017000
10703715,Bangkok,Huai Khwang,Sam Sen Nok,Ladprao,Condo,261.0,1.0,1.0,26,4,110.0,13.7961933355,100.5885976382,0,Unknown,20.0,10.0,8,2007,December,"['CCTV', '24 hours security']",1300000
10847848,Bangkok,Bang Kapi,Hua Mak,Soi Krungthep Kreetha 7,Townhouse,389.5,3.0,3.0,92,3,104.0,13.752906,100.656892,0,Unknown,11.0,6.0,6,2013,February,"['Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",4010000
10121569,Bangkok,Khlong Sam Wa,Bang Chan,Khlong Song Road,Detached House,518.0,3.0,3.0,163,1,216.0,13.8605636899,100.7111103154,0,Unknown,16.0,6.0,10,2000,June,"['Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', 'Playground', '24 hours security', 'Swimming pool', 'Wading pool']",8200000
10983955,Bangkok,Ratchathewi,Thanon Phaya Thai,Ayutthaya Road,Condo,258.0,1.0,1.0,44,27,183.0,13.756957,100.539258,3,"[['A7 Ratchaprarop Airport Link', 370], ['A8 Phaya Thai Airport Link', 480], ['N2 Phaya Thai BTS', 590]]",16.0,14.0,20,2017,November,"['Car Park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Sauna', '24 hours security', 'Swimming pool']",5990000
10987434,Bangkok,Din Daeng,Din Daeng,624 Asoke-Dindaeng Road,Condo,2177.0,1.0,1.0,52,1,149.0,13.7568541852,100.5603342209,3,"[['BL20 Phra Ram 9 MRT', 520], ['A6 Makkasan Airport Link', 680], ['E4 Asok BTS', 910]]",16.0,8.0,20,2010,July,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security']",3000000
10952035,Nonthaburi,Bang Yai,Bang Mae Nang,ถ.กาญจนาภิเษก,Townhouse,1223.0,4.0,3.0,116,1,116.0,13.8612862,100.3778632,0,Unknown,16.0,14.0,2,2000,June,[],2790000
10931561,Bangkok,Khlong Toei,Khlong Toei,140 Sukhumvit Road,Condo,269.0,1.0,1.0,50,1,98.0,13.725135,100.564214,2,"[['BL23 Queen Sirikit National Convention Centre MRT', 620], ['E5 Phrom Phong BTS', 770]]",17.0,20.0,20,2010,July,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security']",7000000
10822047,Nonthaburi,Mueang Nonthaburi,Talat Khwan,Talat Kwan,Townhouse,554.5,3.0,2.0,166,1,80.0,13.8658492,100.4941285,1,"[['PP09 Yaek Nonthaburi 1 MRT', 10]]",17.0,6.0,15,2000,December,[],3500000
10357674,Bangkok,Bang Na,Bang Na,"Soi Udom Suk 58, Sukhumvit Road",Condo,840.0,1.0,1.0,33,4,120.0,13.6753631072,100.6376787733,0,Unknown,17.0,12.0,18,2014,July,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Swimming pool']",1650000
10879605,Bangkok,Huai Khwang,Huai Khwang,Huai Khwang,Townhouse,1068.0,4.0,4.0,200,2,160.0,13.7699094,100.5864793,0,Unknown,6.0,9.0,11,2000,April,[],8500000
10998898,Bangkok,Yan Nawa,Chong Nonsi,1298 Rama 3 Road,Condo,1296.0,1.0,2.0,68,19,135.0,13.6835742743,100.549075297,0,Unknown,18.0,4.0,5,2006,December,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security']",4500000
10782356,Bangkok,Don Mueang,Si Kan,Si Khan,Townhouse,1047.0,3.0,2.0,110,1,84.0,13.9038265,100.5858786,1,"[['RN07 SRT Kan Kheha', 260]]",9.0,3.0,2,2000,June,"['Covered car park', '24 hours security']",2850000
7878291,Bangkok,Thon Buri,Dao Khanong,Ratchada Road,Condo,690.0,1.0,1.0,28,1,88.0,13.7137166456,100.4783513411,2,"[['S10 Talat Phlu BTS', 220], ['B12 Ratchaphruek BRT', 270]]",14.0,7.0,19,2018,August,"['Car Park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Library', 'Lift lobby', 'Open car park', '24 hours security', 'Sky Lounge', 'Swimming pool', 'Wading pool']",3310000
10954457,Bangkok,Sathon,Thung Wat Don,160 Chan Road,Condo,1227.0,1.0,1.0,32,5,93.0,13.7061439623,100.5305600258,2,"[['B3 Technic Krungthep BRT', 860], ['B4 Thanon Chan BRT', 930]]",20.0,20.0,17,2014,December,"['Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",2990000
9257187,Bangkok,Ratchathewi,Thanon Phaya Thai,Phetchaburi Road,Condo,550.0,2.0,1.0,52,1,97.0,13.7524055522,100.5348806822,3,"[['N1 Ratchathewi BTS', 370], ['A8 Phaya Thai Airport Link', 460], ['N2 Phaya Thai BTS', 490]]",20.0,19.0,20,2014,December,"['Car Park', 'CCTV', 'Fitness corner', 'Game room', 'Library', '24 hours security', 'Sky Lounge', 'Steam bath', 'Swimming pool', 'Wading pool']",7700000
9015588,Bangkok,Prawet,Prawet,Chalermprakiat 9 Road,Condo,498.0,1.0,1.0,30,8,101.0,13.727254,100.69744,1,"[['A3 Ban Thap Chang Airport Link', 950]]",20.0,5.0,4,2016,March,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Swimming pool']",1490000
10728792,Bangkok,Bang Khen,Anusawari,Chaengwattana Road,Condo,1490.0,1.0,2.0,63,11,106.0,13.877244,100.594439,2,"[['N17 Wat Phra Sri Mahathat BTS', 350], ['N18 Phahon Yothin 59 BTS', 730]]",20.0,12.0,8,2015,March,"['Cafes', 'Car Park', 'Community Garden', 'CCTV', 'Eateries', 'Fitness corner', 'Mini-Mart', '24 hours security', 'Swimming pool']",3200000
10079215,Bangkok,Ratchathewi,Makkasan,51 Rajaprarop Road,Condo,326.0,2.0,1.0,46,20,110.0,13.761584,100.542548,3,"[['N3 Victory Monument BTS', 620], ['A7 Ratchaprarop Airport Link', 730], ['A8 Phaya Thai Airport Link', 1000]]",19.0,15.0,20,2010,February,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', '24 hours security', 'Swimming pool']",4650000
11010616,Bangkok,Phaya Thai,Sam Sen Nai,Phaholyothin,Condo,77.0,2.0,2.0,76,2,114.0,13.784040000000001,100.5439,2,"[['N6 Sena Ruam BTS', 420], ['N5 Ari BTS', 510]]",19.0,10.0,19,2013,July,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",8000000
10970667,Samut Prakan,Mueang Samut Prakan,Thepharak,Sukhumvit 115 Road,Condo,998.0,1.0,1.0,35,24,118.0,13.637929,100.592683,2,"[['E16 Pu Chao BTS', 140], ['E15 Samrong BTS', 980]]",18.0,5.0,6,2018,August,"['Car Park', 'Covered car park', ""Children's Playground"", 'CCTV', 'Gymnasium room', 'Jacuzzi', 'Lift lobby', '24 hours security', 'Steam bath', 'Swimming pool']",2690000
10596328,Bangkok,Bang Khen,Tha Raeng,126/220 Watcharapol Road,Condo,72.0,1.0,1.0,46,3,123.0,13.8579984386,100.6451797498,0,Unknown,17.0,6.0,13,2012,June,"['Car Park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Spa pool', 'Swimming pool']",2090000
11026624,Bangkok,Chom Thong,Bang Kho,69 Ratchaphruek Road,Condo,364.0,1.0,1.0,28,4,127.0,13.712015,100.463401,1,"[['S11 Wutthakat BTS', 600]]",17.0,3.0,1,2015,February,"['Car Park', 'Community Garden', 'CCTV', 'Eateries', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Mini-Mart', 'Sauna', '24 hours security', 'Swimming pool']",1600000
10622046,Nonthaburi,Mueang Nonthaburi,Bang Kraso,Rattanathibet Road,Condo,2824.0,1.0,1.0,23,18,131.0,13.8636530348,100.5028675423,2,"[['PP10 Bang Krasor MRT', 260], ['PP09 Yaek Nonthaburi 1 MRT', 980]]",16.0,16.0,11,2016,December,"['Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', 'Launderette', 'Playground', '24 hours security', 'Swimming pool']",1370000
8564964,Bangkok,Chatuchak,Chom Phon,Ladprao Road,Condo,497.0,1.0,1.0,31,10,136.0,13.805223,100.574215,2,"[['BL15 Lat Phrao MRT', 140], ['BL16 Ratchadaphisek MRT', 690]]",15.0,9.0,9,2017,February,"['Car Park', 'Covered car park', 'Club', 'Clubhouse', 'CCTV', 'Fitness corner', 'Library', 'Lift lobby', 'Lounge', 'Open car park', '24 hours security', 'Sky Lounge', 'Spa pool']",4340000
10683551,Bangkok,Khlong Sam Wa,Sam Wa Tawan Tok,ปัญญาอินทรา,Detached House,314.0,3.0,2.0,140,1,140.0,13.8402137,100.7323332,0,Unknown,15.0,2.0,3,2000,December,"['Clubhouse', 'CCTV', 'Fitness corner', 'Mini-Mart', 'Playground', '24 hours security', 'Swimming pool']",3390000
10853316,Nonthaburi,Mueang Nonthaburi,Bang Rak Noi,Ratchaphruek Road,Detached House,131.0,3.0,3.0,105,2,104.0,13.885922,100.44903,0,Unknown,14.0,2.0,6,2013,July,"['Clubhouse', 'Community Garden', 'CCTV', 'Library', '24 hours security', 'Swimming pool']",3990000
10545510,Bangkok,Watthana,Phra Khanong Nuea,396 Soi Sukhumvit 65 Sukhumvit Road,Condo,228.0,2.0,1.0,59,1,152.0,13.721775,100.588772,2,"[['E7 Ekkamai BTS', 470], ['E8 Phra Khanong BTS', 780]]",17.0,20.0,20,2007,December,"['Car Park', 'CCTV', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Swimming pool']",5240000
10289250,Bangkok,Bueng Kum,Khlong Kum,นวมินทร์,Detached House,282.0,4.0,2.0,180,1,200.0,13.8289175,100.6619241,0,Unknown,20.0,15.0,11,2000,June,"['Covered car park', 'Playground']",4100000
10929135,Bangkok,Don Mueang,Si Kan,Si Khan,Detached House,336.0,3.0,4.0,250,1,244.0,13.9170625,100.5724375,0,Unknown,20.0,10.0,9,2000,March,"['Covered car park', '24 hours security']",6900000
10878013,Bangkok,Chatuchak,Lat Yao,238 Ratchadaphisek Road,Condo,390.0,1.0,1.0,55,24,186.0,13.828352,100.56588,2,"[['N11 Ratchayothin BTS', 420], ['N10 Phahon Yothin 24 BTS', 650]]",20.0,20.0,9,2009,July,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",5300000
10902175,Nonthaburi,Sai Noi,Sai Noi,Sai Noi,Townhouse,501.0,3.0,2.0,128,1,128.0,13.9779375,100.3300156,0,Unknown,8.0,5.0,3,2000,November,"['Covered car park', '24 hours security']",2290000
11032125,Bangkok,Khlong Toei,Phra Khanong,Soi Sukhumvit 48,Condo,612.0,2.0,1.0,49,10,117.0,13.711724,100.594785,2,"[['E8 Phra Khanong BTS', 550], ['E9 On Nut BTS', 980]]",7.0,20.0,17,2018,December,"['Covered car park', 'CCTV', 'Fitness corner', 'Pool Deck', 'Roof Terrace', 'Sauna', '24 hours security', 'Swimming pool']",6000000
10611292,Bangkok,Khlong Toei,Khlong Toei,71 ซอยสุขุมวิท 4 แขวงคลองเตย เขตคลองเตย กทม,Condo,90.0,1.0,2.0,78,17,107.0,13.737516,100.55321,3,"[['E3 Nana BTS', 390], ['E2 Ploen Chit BTS', 790], ['BL22 Sukhumvit MRT', 870]]",6.0,12.0,20,2007,May,"['Covered car park', 'Club', 'CCTV', 'Fitness corner', 'Sauna', '24 hours security', 'Swimming pool']",5950000
9784311,Bangkok,Khlong Sam Wa,Bang Chan,Bang Chun,Townhouse,95.66666666666667,3.0,2.0,110,1,96.0,13.8490625,100.7086875,0,Unknown,4.0,3.0,4,2000,August,"['Covered car park', 'CCTV', 'Playground', '24 hours security', 'Swimming pool', 'Wading pool']",2390000
10816479,Nonthaburi,Pak Kret,Bang Talat,Bang Talat,Townhouse,101.33333333333333,3.0,4.0,144,1,80.0,13.8956875,100.5165625,0,Unknown,3.0,2.0,3,2000,July,[],4000000
10867771,Bangkok,Watthana,Khlong Tan Nuea,Sukhumvit Road,Condo,107.0,1.0,1.0,35,5,118.0,13.7399266529,100.5725506515,0,Unknown,11.0,12.0,17,2015,July,"['Covered car park', 'CCTV', 'Fitness corner', 'Launderette', 'Library', 'Mini-Mart', 'Sauna', '24 hours security', 'Swimming pool']",5270000
10779640,Nonthaburi,Mueang Nonthaburi,Bang Rak Noi,Ratchaphruek Road,Detached House,226.0,3.0,3.0,130,1,156.0,13.8562696568,100.4618729972,0,Unknown,16.0,16.0,1,2017,January,"['Community Garden', 'CCTV', 'Jogging track', '24 hours security']",5500000
10817767,Bangkok,Yan Nawa,Chong Nonsi,377 Narathiwatratchanakharin Road,Condo,710.0,2.0,2.0,97,17,187.0,13.699728930500001,100.5371199117,2,"[['B4 Thanon Chan BRT', 560], ['B5 Nararam 3 BRT', 950]]",20.0,20.0,20,2007,March,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', '24 hours security', 'Swimming pool']",5500000
10925629,Bangkok,Pathum Wan,Rong Mueang,777 Rama 4 Road,Condo,286.0,1.0,1.0,45,1,217.0,13.736369,100.520826,1,"[['BL28 Hua Lamphong MRT', 580]]",17.0,10.0,20,2016,March,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', 'Lounge', 'Meeting room', '24 hours security', 'Sky Lounge', 'Swimming pool']",7400000
10644112,Bangkok,Bang Bon,Bang Bon,Kanchanaphisek Road,Detached House,431.0,3.0,3.0,160,1,160.0,13.6456134188,100.4081560699,0,Unknown,12.0,1.0,8,2020,November,"['Car Park', 'Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",4790000
9408551,Bangkok,Phaya Thai,Sam Sen Nai,8 Paholyothin Road,Condo,272.0,1.0,1.0,32,1,154.0,13.7802147399,100.5436228895,3,"[['N5 Ari BTS', 130], ['N6 Sena Ruam BTS', 790], ['N4 Sanam Pao BTS', 850]]",15.0,9.0,15,2014,June,"['Covered car park', 'CCTV', 'Fitness corner', 'Open car park', '24 hours security', 'Steam bath', 'Swimming pool']",6200000
10823961,Nonthaburi,Pak Kret,Bang Tanai,Bang Tanai,Detached House,833.5,3.0,3.0,130,1,148.0,13.9373625,100.4932344,0,Unknown,17.0,8.0,1,2000,May,[],5690000
8828897,Bangkok,Bang Sue,Wong Sawang,Prachachuen Road,Condo,1395.0,1.0,1.0,30,13,149.0,13.8458178728,100.5421158552,0,Unknown,20.0,6.0,6,2012,December,"['CCTV', 'Fitness corner', 'Launderette', 'Library', 'Mini-Mart', '24 hours security', 'Swimming pool']",1900000
11010558,Bangkok,Phra Khanong,Bang Chak,2097 Sukhumvit Road,Condo,940.0,2.0,2.0,56,16,150.0,13.7044772772,100.6024978271,2,"[['E9 On Nut BTS', 190], ['E10 Bang Chak BTS', 880]]",20.0,6.0,11,2013,December,"['Car Park', 'Covered car park', 'CCTV', 'Fitness corner', 'Library', 'Mini-Mart', '24 hours security', 'Swimming pool']",5170000
10841129,Nonthaburi,Mueang Nonthaburi,Bang Kraso,26/1  Rattanathibet Road,Condo,1232.0,2.0,1.0,50,8,151.0,13.8637736562,100.5010689973,2,"[['PP10 Bang Krasor MRT', 410], ['PP09 Yaek Nonthaburi 1 MRT', 790]]",20.0,14.0,15,2011,June,"['Car Park', 'Community Garden', 'CCTV', 'Fitness corner', 'Lift lobby', 'Mini-Mart', '24 hours security', 'Swimming pool']",2400000
10690405,Samut Prakan,Phra Pradaeng,Bang Chak,ประชาอุทิศ,Detached House,767.5,3.0,2.0,155,1,152.0,13.613437144,100.5209243245,0,Unknown,20.0,16.0,3,2000,July,"['Covered car park', 'Club', 'CCTV', 'Fitness corner', 'Playground', '24 hours security', 'Swimming pool']",3950000
10936384,Bangkok,Watthana,Khlong Toei Nuea,ถนนสุขุมวิท 63,Condo,303.0,1.0,1.0,35,16,133.0,13.72931169,100.5858339,0,Unknown,20.0,17.0,20,2022,June,"['Adult Fitness Stations', 'Aircon Facilities', 'Car Park', 'Covered car park', 'CCTV', 'Drop Off Point', 'Fitness corner', 'Library', 'Lift lobby', 'Lounge', 'Main entrance', 'Multi-Storey Car Park', 'Pool Deck', 'Roof Terrace', '24 hours security', 'Sky Lounge', 'Spa pool', 'Swimming pool']",6673000
10344479,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,Soi Sukhumvit 76,Condo,406.0,1.0,1.0,27,4,115.0,13.6546084578,100.5944968238,1,"[['E15 Samrong BTS', 930]]",19.0,14.0,20,2019,September,"['Adult Fitness Stations', ""Children's Playground"", 'CCTV', 'Elderly Wellness Stations', 'Fitness corner', 'Launderette', 'Library', 'Playground', '24 hours security', 'Swimming pool']",1550000
10357717,Nonthaburi,Bang Yai,Bang Mae Nang,Bang Mae Nang,Townhouse,333.0,3.0,2.0,120,1,96.0,13.8448335,100.3610179,0,Unknown,15.0,6.0,3,2000,March,"['Covered car park', 'Playground', '24 hours security']",2290000
10672187,Bangkok,Phra Khanong,Bang Chak,สุขุมวิท 1 สุขุมวิท 101,Condo,260.0,1.0,1.0,31,2,86.0,13.6902495,100.6086494,2,"[['E11 Punnawithi BTS', 300], ['E10 Bang Chak BTS', 840]]",10.0,7.0,15,2012,October,"['CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",1310000
10358898,Bangkok,Khlong Sam Wa,Bang Chan,Bang Chun,Townhouse,236.0,3.0,2.0,90,1,76.0,13.8402137,100.7323332,0,Unknown,6.0,2.0,3,2000,August,[],2650000
10859860,Bangkok,Prawet,Dok Mai,Kanchanaphisek Road,Townhouse,212.0,3.0,2.0,64,1,64.0,13.6708265653,100.6982159751,0,Unknown,2.0,1.0,2,2019,April,"['Clubhouse', 'Community Garden', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",3550000
10647613,Bangkok,Bang Khae,Lak Song,Petchkasem Road,Townhouse,218.0,3.0,3.0,146,1,88.0,13.690509,100.391067,0,Unknown,3.0,5.0,5,2000,January,['Car Park'],3700000
11033227,Bangkok,Bang Kapi,Khlong Chan,130 Soi Ladprao 130,Condo,370.0,1.0,1.0,35,5,104.0,13.771638319400001,100.6304564775,0,Unknown,19.0,16.0,5,2012,September,"['Car Park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",1690000
11021834,Bangkok,Bang Kapi,Khlong Chan,135 Ladprao Road,Condo,270.0,1.0,1.0,28,1,178.0,13.769792,100.638903,0,Unknown,20.0,20.0,20,2017,July,"['Covered car park', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",2090000
10575939,Bangkok,Bang Na,Bang Na,ซอยลาซาล 8 ถนนสุขุมวิท 105 แขวงบางนา เขตบางนา กทม.,Condo,73.0,1.0,1.0,30,2,235.0,13.6603,100.605884,2,"[['E14 Bearing BTS', 500], ['E13 Bang Na BTS', 880]]",18.0,8.0,9,2016,June,"['Covered car park', 'Club', 'CCTV', 'Fitness corner', 'Pavillion', '24 hours security', 'Swimming pool']",1700000
10847125,Bangkok,Watthana,Phra Khanong Nuea,"Soi Sukhumvit 71, Sukhumvit Road",Condo,195.0,2.0,1.0,59,23,293.0,13.71423,100.594735,1,"[['E8 Phra Khanong BTS', 400]]",16.0,15.0,20,2012,July,"['Car Park', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Lift lobby', 'Playground', 'Sauna', '24 hours security', 'Swimming pool']",5000000
10970661,Samut Prakan,Mueang Samut Prakan,Thepharak,Sukhumvit 115 Road,Condo,998.0,1.0,1.0,34,10,350.0,13.637929,100.592683,2,"[['E16 Pu Chao BTS', 140], ['E15 Samrong BTS', 980]]",13.0,5.0,6,2018,August,"['Car Park', 'Covered car park', ""Children's Playground"", 'CCTV', 'Gymnasium room', 'Jacuzzi', 'Lift lobby', '24 hours security', 'Steam bath', 'Swimming pool']",2490000
10634615,Bangkok,Taling Chan,Chimphli,สวนผัก,Detached House,1519.5,3.0,3.0,250,1,408.0,13.7925625,100.4129375,0,Unknown,11.0,4.0,6,2000,May,[],8900000
11014552,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,ถนนเทพารักษ์ ตำบลสำโรงเหนือ อำเภอเมือง สมุทรปราการ,Condo,2041.0,1.0,1.0,21,7,376.0,13.626218,100.629021,0,Unknown,16.0,10.0,14,2017,March,"['Covered car park', 'CCTV', 'Fitness corner', 'Game room', 'Gymnasium room', 'Launderette', 'Library', 'Mini-Mart', 'Open car park', 'Pavillion', 'Playground', '24 hours security', 'Swimming pool', 'Wading pool']",1530000
11003627,Bangkok,Khlong Toei,Phra Khanong,Soi Sukhumvit 50,Condo,352.0,1.0,1.0,35,7,343.0,13.7047129,100.5943438,1,"[['E9 On Nut BTS', 720]]",17.0,8.0,9,2018,May,"['Car Park', 'Clubhouse', 'CCTV', 'Fitness corner', 'Gymnasium room', 'Library', 'Lift lobby', 'Playground', '24 hours security', 'Swimming pool', 'Wading pool']",4500000
10597666,Bangkok,Watthana,Khlong Toei Nuea,299 Sukhumvit 21 Road,Condo,453.0,1.0,1.0,57,10,311.0,13.7462705292,100.562213503,3,"[['BL21 Phetchaburi MRT', 250], ['E4 Asok BTS', 360], ['A6 Makkasan Airport Link', 510]]",19.0,8.0,20,2010,May,"['Car Park', 'Community Garden', 'CCTV', 'Eateries', 'Fitness corner', 'Lift lobby', 'Mini-Mart', 'Playground', 'Sauna', '24 hours security', 'Swimming pool']",5890000
10893231,Bangkok,Sathon,Thung Wat Don,160 Chan Road,Condo,1227.0,1.0,1.0,30,17,278.0,13.7061439623,100.5305600258,2,"[['B3 Technic Krungthep BRT', 860], ['B4 Thanon Chan BRT', 930]]",20.0,20.0,17,2014,December,"['Covered car park', 'Clubhouse', 'CCTV', 'Fitness corner', '24 hours security', 'Swimming pool']",3090000
10752156,Bangkok,Taling Chan,Bang Phrom,Ratchaphruek Road,Townhouse,326.0,3.0,2.0,96,2,246.0,13.855759427,100.4496786411,0,Unknown,5.0,3.0,2,2011,February,"['CCTV', '24 hours security']",2750000
11032774,Bangkok,Pathum Wan,Wang Mai,94 ซอยจุฬาฯ 9 แขวงวังใหม่ เขตปทุมวัน กทม.,Condo,510.0,2.0,2.0,55,1,214.0,13.740507,100.525389,1,"[['W1 National Stadium BTS', 730]]",12.0,18.0,20,2013,February,"['Covered car park', 'Club', 'CCTV', 'Fitness corner', 'Pavillion', 'Playground', '24 hours security', 'Swimming pool', 'Wading pool']",5400000
10967821,Bangkok,Bang Kapi,Hua Mak,Soi Ramkhamhaeg 36,Condo,1698.0,1.0,1.0,30,4,181.0,13.761393,100.637224,0,Unknown,20.0,9.0,20,2022,April,"['Basketball court', 'Community Garden', 'CCTV', 'Fitness corner', 'Launderette', 'Multi-Storey Car Park', 'Playground', 'Sauna', '24 hours security', 'Swimming pool']",2460000
11028532,Nonthaburi,Mueang Nonthaburi,Talat Khwan,Tiwanon Road,Condo,520.0,1.0,1.0,52,14,149.0,13.842622,100.510285,2,"[['PP13 Yaek Tiwanon MRT', 580], ['PP12 Ministry of Public Health MRT', 810]]",20.0,3.0,3,2011,June,"['Car Park', 'Covered car park', 'CCTV', 'Gymnasium room', 'Lift lobby', 'Mini-Mart', '24 hours security', 'Swimming pool']",2290000
